id,name,rarity,collection,series,holofoil_price,reverse_holofoil_price,release_date,nationalPokedexNumbers,artist,images_url,popularity_rank
dp4-21,Lapras,Rare,Great Encounters,Diamond & Pearl,,10.58,2008/02/01,[131],Atsuko Nishida,https://images.pokemontcg.io/dp4/21_hires.png,#66
ex9-28,Grovyle,Uncommon,Emerald,EX,,19.59,2005/05/01,[253],Mitsuhiro Arita,https://images.pokemontcg.io/ex9/28_hires.png,#181
ex6-21,Dodrio,Rare,FireRed & LeafGreen,EX,,5.51,2004/09/01,[85],Kagemaru Himeno,https://images.pokemontcg.io/ex6/21_hires.png,Not Referenced
np-17,Torchic,Promo,Nintendo Black Star Promos,NP,5.38,,2003/10/01,[255],Kagemaru Himeno,https://images.pokemontcg.io/np/17_hires.png,#148
ecard1-17,Magby,Rare Holo,Expedition Base Set,E-Card,47.42,16.54,2002/09/15,[240],Mitsuhiro Arita,https://images.pokemontcg.io/ecard1/17_hires.png,Not Referenced
dp4-22,Latias,Rare,Great Encounters,Diamond & Pearl,,6.76,2008/02/01,[380],Daisuke Ito,https://images.pokemontcg.io/dp4/22_hires.png,#99
ex3-26,Dratini,Uncommon,Dragon,EX,,17.88,2003/11/24,[147],Aya Kusube,https://images.pokemontcg.io/ex3/26_hires.png,Not Referenced
ex10-26,Hitmontop,Rare,Unseen Forces,EX,,11.90,2005/08/01,[237],Hisao Nakamura,https://images.pokemontcg.io/ex10/26_hires.png,Not Referenced
ex14-24,Marshtomp,Rare,Crystal Guardians,EX,,6.48,2006/08/01,[259],Kagemaru Himeno,https://images.pokemontcg.io/ex14/24_hires.png,Not Referenced
pl4-27,Raichu,Rare,Arceus,Platinum,,7.85,2009/11/04,[26],Suwama Chiaki,https://images.pokemontcg.io/pl4/27_hires.png,#165
ex2-19,Omastar,Rare,Sandstorm,EX,,5.06,2003/09/18,[139],Kouki Saitou,https://images.pokemontcg.io/ex2/19_hires.png,Not Referenced
ex10-24,Hitmonchan,Rare,Unseen Forces,EX,,10.39,2005/08/01,[107],Hisao Nakamura,https://images.pokemontcg.io/ex10/24_hires.png,Not Referenced
base6-22,Electrode,Rare,Legendary Collection,Other,,64.95,2002/05/24,[101],Mitsuhiro Arita,https://images.pokemontcg.io/base6/22_hires.png,Not Referenced
ex11-25,Porygon2,Rare,Delta Species,EX,,9.44,2005/10/31,[233],Hisao Nakamura,https://images.pokemontcg.io/ex11/25_hires.png,#161
ex1-16,Breloom,Rare,Ruby & Sapphire,EX,,5.61,2003/07/01,[286],Ken Sugimori,https://images.pokemontcg.io/ex1/16_hires.png,#144
bw9-23,Glaceon,Rare,Plasma Freeze,Black & White,,10.59,2013/05/08,[471],5ban Graphics,https://images.pokemontcg.io/bw9/23_hires.png,#58
ex15-13,Arbok δ,Rare,Dragon Frontiers,EX,,9.18,2006/11/01,[24],Hisao Nakamura,https://images.pokemontcg.io/ex15/13_hires.png,Not Referenced
bw4-27,Articuno,Rare Holo,Next Destinies,Black & White,3.55,5.71,2012/02/08,[144],Ryo Ueda,https://images.pokemontcg.io/bw4/27_hires.png,#184
dp7-16,Drifblim,Rare,Stormfront,Diamond & Pearl,,5.29,2008/11/01,[426],Hajime Kusajima,https://images.pokemontcg.io/dp7/16_hires.png,Not Referenced
ex9-27,Electrode,Uncommon,Emerald,EX,,12.39,2005/05/01,[101],Masakazu Fukuda,https://images.pokemontcg.io/ex9/27_hires.png,Not Referenced
bw11-27,Emboar,Rare Holo,Legendary Treasures,Black & White,6.81,11.83,2013/11/06,[500],Kanako Eo,https://images.pokemontcg.io/bw11/27_hires.png,Not Referenced
base6-23,Exeggutor,Rare,Legendary Collection,Other,,44.29,2002/05/24,[103],Kagemaru Himeno,https://images.pokemontcg.io/base6/23_hires.png,Not Referenced
ex16-16,Magneton,Rare,Power Keepers,EX,,6.98,2007/02/02,[82],Masakazu Fukuda,https://images.pokemontcg.io/ex16/16_hires.png,Not Referenced
ex15-14,Cloyster δ,Rare,Dragon Frontiers,EX,,6.33,2006/11/01,[91],Mitsuhiro Arita,https://images.pokemontcg.io/ex15/14_hires.png,Not Referenced
bw10-30,Kyurem-EX,Rare Holo EX,Plasma Blast,Black & White,6.30,,2013/08/14,[646],Eske Yoshinob,https://images.pokemontcg.io/bw10/30_hires.png,#189
ex8-26,Skarmory,Rare,Deoxys,EX,,12.97,2005/02/01,[227],Kouki Saitou,https://images.pokemontcg.io/ex8/26_hires.png,Not Referenced
bw8-25,Articuno-EX,Rare Holo EX,Plasma Storm,Black & White,7.05,,2013/02/06,[144],Toyste Beach,https://images.pokemontcg.io/bw8/25_hires.png,#184
ex13-24,Mewtwo δ,Rare,Holon Phantoms,EX,,84.60,2006/05/01,[150],Ryo Ueda,https://images.pokemontcg.io/ex13/24_hires.png,#33
ecard2-H29,Umbreon,Rare Holo,Aquapolis,E-Card,399.80,,2003/01/15,[197],Mitsuhiro Arita,https://images.pokemontcg.io/ecard2/H29_hires.png,#5
dp5-18,Espeon,Rare,Majestic Dawn,Diamond & Pearl,,20.22,2008/05/01,[196],Naoyo Kimura,https://images.pokemontcg.io/dp5/18_hires.png,#46
ecard2-H30,Victreebel,Rare Holo,Aquapolis,E-Card,45.62,,2003/01/15,[71],Miki Tanaka,https://images.pokemontcg.io/ecard2/H30_hires.png,Not Referenced
dp6-19,Azelf,Rare,Legends Awakened,Diamond & Pearl,,8.04,2008/08/01,[482],Ken Sugimori,https://images.pokemontcg.io/dp6/19_hires.png,Not Referenced
ex9-29,Grumpig,Uncommon,Emerald,EX,,7.98,2005/05/01,[326],Kagemaru Himeno,https://images.pokemontcg.io/ex9/29_hires.png,Not Referenced
ex12-29,Anorith,Uncommon,Legend Maker,EX,,5.97,2006/02/01,[347],Atsuko Nishida,https://images.pokemontcg.io/ex12/29_hires.png,Not Referenced
hsp-HGSS17,Minun,Promo,HGSS Black Star Promos,HeartGold & SoulSilver,6.57,,2010/02/10,[312],Kouki Saitou,https://images.pokemontcg.io/hsp/HGSS17_hires.png,Not Referenced
smp-SM18,Alolan Sandslash,Promo,SM Black Star Promos,Sun & Moon,7.56,,2017/02/03,[28],TOKIYA,https://images.pokemontcg.io/smp/SM18_hires.png,Not Referenced
hgss2-26,Tyranitar,Rare,HS—Unleashed,HeartGold & SoulSilver,,18.44,2010/05/12,[248],Kouki Saitou,https://images.pokemontcg.io/hgss2/26_hires.png,#12
smp-SM19,Oricorio,Promo,SM Black Star Promos,Sun & Moon,5.34,,2017/02/03,[741],TOKIYA,https://images.pokemontcg.io/smp/SM19_hires.png,Not Referenced
ecard1-19,Mew,Rare Holo,Expedition Base Set,E-Card,161.66,95.80,2002/09/15,[151],Hajime Kusajima,https://images.pokemontcg.io/ecard1/19_hires.png,#33
dp4-23,Latios,Rare,Great Encounters,Diamond & Pearl,,9.97,2008/02/01,[381],Daisuke Ito,https://images.pokemontcg.io/dp4/23_hires.png,#149
hgss3-24,Vileplume,Rare,HS—Undaunted,HeartGold & SoulSilver,,5.70,2010/08/18,[45],Mitsuhiro Arita,https://images.pokemontcg.io/hgss3/24_hires.png,Not Referenced
hgss4-29,Pidgeot,Rare,HS—Triumphant,HeartGold & SoulSilver,,5.12,2010/11/03,[18],Suwama Chiaki,https://images.pokemontcg.io/hgss4/29_hires.png,Not Referenced
pl1-28,Giratina,Rare,Platinum,Platinum,,6.24,2009/02/11,[487],Yusuke Ishikawa,https://images.pokemontcg.io/pl1/28_hires.png,#77
bw7-30,Wartortle,Uncommon,Boundaries Crossed,Black & White,,5.25,2012/11/07,[8],Mizue,,Not Referenced
ex15-18,Ledian δ,Rare,Dragon Frontiers,EX,,8.08,2006/11/01,[166],Hajime Kusajima,https://images.pokemontcg.io/ex15/18_hires.png,Not Referenced
ecard1-20,Mewtwo,Rare Holo,Expedition Base Set,E-Card,388.88,97.37,2002/09/15,[150],Kimiya Masago,https://images.pokemontcg.io/ecard1/20_hires.png,#33
ex10-28,Jynx,Rare,Unseen Forces,EX,,5.33,2005/08/01,[124],Yukiko Baba,https://images.pokemontcg.io/ex10/28_hires.png,Not Referenced
ex9-31,Hariyama,Uncommon,Emerald,EX,,10.75,2005/05/01,[297],Kouki Saitou,https://images.pokemontcg.io/ex9/31_hires.png,Not Referenced
ex4-28,Team Aqua's Lanturn,Uncommon,Team Magma vs Team Aqua,EX,,5.24,2004/03/01,[171],Jungo Suzuki,https://images.pokemontcg.io/ex4/28_hires.png,Not Referenced
g1-18,M Blastoise-EX,Rare Holo EX,Generations,XY,9.88,,2016/02/22,[9],5ban Graphics,https://images.pokemontcg.io/g1/18_hires.png,#106
xyp-XY21,Bronzong,Promo,XY Black Star Promos,XY,7.47,,2013/10/12,[437],match,https://images.pokemontcg.io/xyp/XY21_hires.png,Not Referenced
ecard2-1,Ampharos,Rare,Aquapolis,E-Card,,16.29,2003/01/15,[181],Shin-ichi Yoshida,https://images.pokemontcg.io/ecard2/1_hires.png,#41
ex14-27,Swampert,Rare,Crystal Guardians,EX,,13.30,2006/08/01,[260],Hisao Nakamura,https://images.pokemontcg.io/ex14/27_hires.png,#56
xy10-26,M Alakazam-EX,Rare Holo EX,Fates Collide,XY,7.39,,2016/05/02,[65],5ban Graphics,https://images.pokemontcg.io/xy10/26_hires.png,Not Referenced
basep-24,_____'s Pikachu,Promo,Wizards Black Star Promos,Base,98.66,,1999/07/01,[25],Kagemaru Himeno,https://images.pokemontcg.io/basep/24_hires.png,#19
ex8-28,Whiscash,Rare,Deoxys,EX,,7.82,2005/02/01,[340],Miki Tanaka,https://images.pokemontcg.io/ex8/28_hires.png,Not Referenced
dp7-19,Gyarados,Rare,Stormfront,Diamond & Pearl,,20.31,2008/11/01,[130],Midori Harada,https://images.pokemontcg.io/dp7/19_hires.png,Not Referenced
ex16-19,Ninetales,Rare,Power Keepers,EX,,29.52,2007/02/02,[38],Tomoaki Imakuni,https://images.pokemontcg.io/ex16/19_hires.png,#91
dpp-DP28,Mewtwo LV.X,Promo,DP Black Star Promos,Diamond & Pearl,20.27,,2007/05/01,[150],Shizurow,https://images.pokemontcg.io/dpp/DP28_hires.png,#33
dp4-24,Mawile,Rare,Great Encounters,Diamond & Pearl,,5.99,2008/02/01,[303],Midori Harada,https://images.pokemontcg.io/dp4/24_hires.png,#116
ecard2-H32,Zapdos,Rare Holo,Aquapolis,E-Card,110.40,,2003/01/15,[145],Hajime Kusajima,https://images.pokemontcg.io/ecard2/H32_hires.png,Not Referenced
ex1-20,Sceptile,Rare,Ruby & Sapphire,EX,,9.60,2003/07/01,[254],Ken Sugimori,https://images.pokemontcg.io/ex1/20_hires.png,#28
base6-25,Hypno,Rare,Legendary Collection,Other,,47.17,2002/05/24,[97],Ken Sugimori,https://images.pokemontcg.io/base6/25_hires.png,Not Referenced
hsp-HGSS18,Tropical Tidal Wave,Promo,HGSS Black Star Promos,HeartGold & SoulSilver,599.95,,2010/02/10,,Sumiyoshi Kizuki,https://images.pokemontcg.io/hsp/HGSS18_hires.png,Not Referenced
ecard3-H26,Raikou,Rare Holo,Skyridge,E-Card,236.55,,2003/05/12,[243],Mitsuhiro Arita,https://images.pokemontcg.io/ecard3/H26_hires.png,Not Referenced
ex15-19,Lickitung δ,Rare,Dragon Frontiers,EX,,8.85,2006/11/01,[108],Masakazu Fukuda,https://images.pokemontcg.io/ex15/19_hires.png,Not Referenced
ex12-31,Dunsparce,Uncommon,Legend Maker,EX,,9.52,2006/02/01,[206],Hajime Kusajima,https://images.pokemontcg.io/ex12/31_hires.png,Not Referenced
ecard3-H27,Rhydon,Rare Holo,Skyridge,E-Card,250.00,,2003/05/12,[112],Mitsuhiro Arita,https://images.pokemontcg.io/ecard3/H27_hires.png,Not Referenced
ex5-23,Rain Castform,Rare,Hidden Legends,EX,,6.49,2004/06/01,[351],Sumiyoshi Kizuki,https://images.pokemontcg.io/ex5/23_hires.png,Not Referenced
ex12-32,Electrode,Uncommon,Legend Maker,EX,,5.81,2006/02/01,[101],Midori Harada,https://images.pokemontcg.io/ex12/32_hires.png,Not Referenced
ex7-28,Yanma,Rare,Team Rocket Returns,EX,,24.87,2004/11/01,[193],Tomokazu Komiya,https://images.pokemontcg.io/ex7/28_hires.png,Not Referenced
ex3-30,Graveler,Uncommon,Dragon,EX,,6.82,2003/11/24,[75],Midori Harada,https://images.pokemontcg.io/ex3/30_hires.png,Not Referenced
dpp-DP30,Regigigas LV.X,Promo,DP Black Star Promos,Diamond & Pearl,23.90,,2007/05/01,[486],Shizurow,https://images.pokemontcg.io/dpp/DP30_hires.png,Not Referenced
ex2-23,Steelix,Rare,Sandstorm,EX,,16.50,2003/09/18,[208],Midori Harada,https://images.pokemontcg.io/ex2/23_hires.png,Not Referenced
hgss4-32,Dragonair,Uncommon,HS—Triumphant,HeartGold & SoulSilver,,5.45,2010/11/03,[148],Mitsuhiro Arita,https://images.pokemontcg.io/hgss4/32_hires.png,#169
ecard1-18,Meganium,Rare Holo,Expedition Base Set,E-Card,81.50,39.97,2002/09/15,[154],Hajime Kusajima,https://images.pokemontcg.io/ecard1/18_hires.png,Not Referenced
dp5-20,Glaceon,Rare,Majestic Dawn,Diamond & Pearl,,12.52,2008/05/01,[471],Masakazu Fukuda,https://images.pokemontcg.io/dp5/20_hires.png,#58
ex10-27,Ho-Oh,Rare,Unseen Forces,EX,,34.97,2005/08/01,[250],Kouki Saitou,https://images.pokemontcg.io/ex10/27_hires.png,#96
ex13-26,Rayquaza δ,Rare,Holon Phantoms,EX,,87.59,2006/05/01,[384],Ryo Ueda,https://images.pokemontcg.io/ex13/26_hires.png,#8
ex3-27,Flaaffy,Uncommon,Dragon,EX,,5.49,2003/11/24,[180],Miki Tanaka,https://images.pokemontcg.io/ex3/27_hires.png,Not Referenced
ex8-29,Xatu,Rare,Deoxys,EX,,13.29,2005/02/01,[178],Yuka Morii,https://images.pokemontcg.io/ex8/29_hires.png,Not Referenced
ex14-26,Pelipper δ,Rare,Crystal Guardians,EX,,6.66,2006/08/01,[279],Masakazu Fukuda,https://images.pokemontcg.io/ex14/26_hires.png,Not Referenced
xyp-XY20,Greninja-EX,Promo,XY Black Star Promos,XY,5.01,,2013/10/12,[658],5ban Graphics,,#1
sm6-24,Greninja-GX,Rare Holo GX,Forbidden Light,Sun & Moon,6.66,,2018/05/04,[658],5ban Graphics,https://images.pokemontcg.io/sm6/24_hires.png,#1
bw11-31,Gyarados,Rare,Legendary Treasures,Black & White,,8.62,2013/11/06,[130],hatachu,https://images.pokemontcg.io/bw11/31_hires.png,Not Referenced
bw7-31,Blastoise,Rare Holo,Boundaries Crossed,Black & White,13.49,29.97,2012/11/07,[9],Satoshi Shirai,https://images.pokemontcg.io/bw7/31_hires.png,#106
ex11-28,Slowking,Rare,Delta Species,EX,,9.99,2005/10/31,[199],Kagemaru Himeno,https://images.pokemontcg.io/ex11/28_hires.png,Not Referenced
dpp-DP29,Rhyperior LV.X,Promo,DP Black Star Promos,Diamond & Pearl,13.60,,2007/05/01,[464],Ryo Ueda,https://images.pokemontcg.io/dpp/DP29_hires.png,Not Referenced
ex16-21,Pichu,Rare,Power Keepers,EX,,20.31,2007/02/02,[172],Ken Sugimori,https://images.pokemontcg.io/ex16/21_hires.png,#114
dp1-27,Gengar,Rare,Diamond & Pearl,Diamond & Pearl,,39.11,2007/05/01,[94],Kagemaru Himeno,https://images.pokemontcg.io/dp1/27_hires.png,#10
ex2-20,Pichu,Rare,Sandstorm,EX,,24.21,2003/09/18,[172],Naoyo Kimura,https://images.pokemontcg.io/ex2/20_hires.png,#114
ex6-23,Farfetch'd,Rare,FireRed & LeafGreen,EX,,8.73,2004/09/01,[83],Yukiko Baba,https://images.pokemontcg.io/ex6/23_hires.png,Not Referenced
ex15-17,Jynx δ,Rare,Dragon Frontiers,EX,,5.56,2006/11/01,[124],Ken Sugimori,https://images.pokemontcg.io/ex15/17_hires.png,Not Referenced
ex9-30,Grumpig,Uncommon,Emerald,EX,,6.67,2005/05/01,[326],Atsuko Nishida,https://images.pokemontcg.io/ex9/30_hires.png,Not Referenced
ecard3-H25,Raichu,Rare Holo,Skyridge,E-Card,211.52,,2003/05/12,[26],Yuka Morii,https://images.pokemontcg.io/ecard3/H25_hires.png,#165
ecard2-H31,Vileplume,Rare Holo,Aquapolis,E-Card,87.99,,2003/01/15,[45],Kyoko Umemoto,https://images.pokemontcg.io/ecard2/H31_hires.png,Not Referenced
hgss1-31,Sunflora,Rare,HeartGold & SoulSilver,HeartGold & SoulSilver,,5.69,2010/02/10,[192],Yuka Morii,https://images.pokemontcg.io/hgss1/31_hires.png,Not Referenced
g1-17,Blastoise-EX,Rare Holo EX,Generations,XY,5.24,,2016/02/22,[9],Eske Yoshinob,https://images.pokemontcg.io/g1/17_hires.png,#106
hgss1-32,Typhlosion,Rare,HeartGold & SoulSilver,HeartGold & SoulSilver,,7.99,2010/02/10,[157],Kagemaru Himeno,https://images.pokemontcg.io/hgss1/32_hires.png,#35
ex16-20,Omastar,Rare,Power Keepers,EX,,5.89,2007/02/02,[139],Ken Sugimori,https://images.pokemontcg.io/ex16/20_hires.png,Not Referenced
ex5-22,Ninetales,Rare,Hidden Legends,EX,,15.96,2004/06/01,[38],Toshinao Aoki,https://images.pokemontcg.io/ex5/22_hires.png,#91
ex7-27,Qwilfish,Rare,Team Rocket Returns,EX,,15.95,2004/11/01,[211],Aya Kusube,https://images.pokemontcg.io/ex7/27_hires.png,Not Referenced
xy12-22,M Blastoise-EX,Rare Holo EX,Evolutions,XY,12.21,,2016/11/02,[9],5ban Graphics,https://images.pokemontcg.io/xy12/22_hires.png,#106
swshp-SWSH020,Pikachu,Promo,SWSH Black Star Promos,Sword & Shield,29.78,,2019/11/15,[25],Hideki Ishikawa,https://images.pokemontcg.io/swshp/SWSH020_hires.png,#19
base6-26,Jynx,Rare,Legendary Collection,Other,,41.58,2002/05/24,[124],Ken Sugimori,https://images.pokemontcg.io/base6/26_hires.png,Not Referenced
ex13-27,Regice,Rare,Holon Phantoms,EX,,14.02,2006/05/01,[378],Ken Sugimori,https://images.pokemontcg.io/ex13/27_hires.png,Not Referenced
ex6-25,Hypno,Rare,FireRed & LeafGreen,EX,,5.25,2004/09/01,[97],Yukiko Baba,https://images.pokemontcg.io/ex6/25_hires.png,Not Referenced
dp5-22,Infernape,Rare,Majestic Dawn,Diamond & Pearl,,7.59,2008/05/01,[392],Daisuke Ito,https://images.pokemontcg.io/dp5/22_hires.png,#40
ex8-30,Donphan,Uncommon,Deoxys,EX,,11.99,2005/02/01,[232],Yuka Morii,https://images.pokemontcg.io/ex8/30_hires.png,Not Referenced
hgss3-26,Flareon,Uncommon,HS—Undaunted,HeartGold & SoulSilver,,19.50,2010/08/18,[136],kawayoo,https://images.pokemontcg.io/hgss3/26_hires.png,Not Referenced
hsp-HGSS19,Raikou,Promo,HGSS Black Star Promos,HeartGold & SoulSilver,18.86,,2010/02/10,[243],Noriko Hotta,https://images.pokemontcg.io/hsp/HGSS19_hires.png,Not Referenced
pl1-30,Gyarados G,Rare,Platinum,Platinum,,9.56,2009/02/11,[130],Kent Kanetsuna,https://images.pokemontcg.io/pl1/30_hires.png,Not Referenced
dp5-23,Jolteon,Rare,Majestic Dawn,Diamond & Pearl,,7.67,2008/05/01,[135],Midori Harada,https://images.pokemontcg.io/dp5/23_hires.png,#168
ex6-26,Kingler,Rare,FireRed & LeafGreen,EX,,6.03,2004/09/01,[99],Kouki Saitou,https://images.pokemontcg.io/ex6/26_hires.png,Not Referenced
ex13-28,Regirock,Rare,Holon Phantoms,EX,,10.98,2006/05/01,[377],Ken Sugimori,https://images.pokemontcg.io/ex13/28_hires.png,Not Referenced
ex11-29,Snow-cloud Castform,Rare,Delta Species,EX,,6.07,2005/10/31,[351],Miki Tanaka,https://images.pokemontcg.io/ex11/29_hires.png,Not Referenced
hsp-HGSS20,Entei,Promo,HGSS Black Star Promos,HeartGold & SoulSilver,24.13,,2010/02/10,[244],Yuri Umemura,https://images.pokemontcg.io/hsp/HGSS20_hires.png,#186
ecard1-21,Ninetales,Rare Holo,Expedition Base Set,E-Card,59.97,34.94,2002/09/15,[38],Atsuko Nishida,https://images.pokemontcg.io/ecard1/21_hires.png,#91
ecard2-2,Arcanine,Rare,Aquapolis,E-Card,,66.87,2003/01/15,[59],Kyoko Umemoto,https://images.pokemontcg.io/ecard2/2_hires.png,#48
base6-27,Kabutops,Rare,Legendary Collection,Other,,64.99,2002/05/24,[141],Ken Sugimori,https://images.pokemontcg.io/base6/27_hires.png,Not Referenced
ex15-20,Mantine δ,Rare,Dragon Frontiers,EX,,7.54,2006/11/01,[226],Sumiyoshi Kizuki,https://images.pokemontcg.io/ex15/20_hires.png,Not Referenced
pl2-26,Jolteon,Rare,Rising Rivals,Platinum,,21.97,2009/05/16,[135],Hajime Kusajima,https://images.pokemontcg.io/pl2/26_hires.png,#168
bw3-25,Tirtouga,Uncommon,Noble Victories,Black & White,,10.02,2011/11/16,[564],Naoyo Kimura,https://images.pokemontcg.io/bw3/25_hires.png,Not Referenced
ex2-24,Umbreon,Rare,Sandstorm,EX,,99.92,2003/09/18,[197],Kagemaru Himeno,https://images.pokemontcg.io/ex2/24_hires.png,#5
col1-32,Slowking,Rare,Call of Legends,HeartGold & SoulSilver,,5.98,2011/02/09,[199],Sumiyoshi Kizuki,https://images.pokemontcg.io/col1/32_hires.png,Not Referenced
bw5-25,Vaporeon,Uncommon,Dark Explorers,Black & White,,14.41,2012/05/09,[134],Akira Komayama,https://images.pokemontcg.io/bw5/25_hires.png,#118
ecard2-3,Ariados,Rare,Aquapolis,E-Card,,9.44,2003/01/15,[168],Shin-ichi Yoshida,https://images.pokemontcg.io/ecard2/3_hires.png,Not Referenced
base6-28,Magneton,Rare,Legendary Collection,Other,,60.00,2002/05/24,[82],Ken Sugimori,https://images.pokemontcg.io/base6/28_hires.png,Not Referenced
ex3-31,Grovyle,Uncommon,Dragon,EX,,6.55,2003/11/24,[253],Atsuko Nishida,https://images.pokemontcg.io/ex3/31_hires.png,#181
swshp-SWSH023,Luxray,Promo,SWSH Black Star Promos,Sword & Shield,35.36,,2019/11/15,[405],Megumi Higuchi,https://images.pokemontcg.io/swshp/SWSH023_hires.png,#21
hsp-HGSS22,Porygon,Promo,HGSS Black Star Promos,HeartGold & SoulSilver,5.54,,2010/02/10,[137],TOKIYA,https://images.pokemontcg.io/hsp/HGSS22_hires.png,#161
dp1-33,Munchlax,Rare,Diamond & Pearl,Diamond & Pearl,,23.26,2007/05/01,[446],Ken Sugimori,https://images.pokemontcg.io/dp1/33_hires.png,#233
dp2-26,Gyarados,Rare,Mysterious Treasures,Diamond & Pearl,,9.37,2007/08/01,[130],Mitsuhiro Arita,https://images.pokemontcg.io/dp2/26_hires.png,Not Referenced
ex12-35,Haunter,Uncommon,Legend Maker,EX,,52.99,2006/02/01,[93],Aya Kusube,https://images.pokemontcg.io/ex12/35_hires.png,Not Referenced
ex1-22,Sharpedo,Rare,Ruby & Sapphire,EX,,7.58,2003/07/01,[319],Hajime Kusajima,https://images.pokemontcg.io/ex1/22_hires.png,Not Referenced
ex8-31,Golbat,Uncommon,Deoxys,EX,,5.92,2005/02/01,[42],Sachiko Adachi,https://images.pokemontcg.io/ex8/31_hires.png,Not Referenced
xy1-30,M Blastoise-EX,Rare Holo EX,XY,XY,14.37,,2014/02/05,[9],5ban Graphics,https://images.pokemontcg.io/xy1/30_hires.png,#106
dpp-DP31,Heatran LV.X,Promo,DP Black Star Promos,Diamond & Pearl,12.72,,2007/05/01,[485],Shizurow,https://images.pokemontcg.io/dpp/DP31_hires.png,Not Referenced
ex11-30,Starmie δ,Rare,Delta Species,EX,,11.98,2005/10/31,[121],Midori Harada,https://images.pokemontcg.io/ex11/30_hires.png,Not Referenced
ex7-30,Dark Ariados,Uncommon,Team Rocket Returns,EX,,29.99,2004/11/01,[168],Kyoko Koizumi,https://images.pokemontcg.io/ex7/30_hires.png,Not Referenced
ex15-21,Quagsire δ,Rare,Dragon Frontiers,EX,,10.64,2006/11/01,[195],Sachiko Adachi,https://images.pokemontcg.io/ex15/21_hires.png,#141
ex8-32,Grumpig,Uncommon,Deoxys,EX,,7.23,2005/02/01,[326],Ken Sugimori,https://images.pokemontcg.io/ex8/32_hires.png,Not Referenced
ecard1-23,Pidgeot,Rare Holo,Expedition Base Set,E-Card,57.05,42.98,2002/09/15,[18],Tomokazu Komiya,https://images.pokemontcg.io/ecard1/23_hires.png,Not Referenced
bw5-26,Kyogre-EX,Rare Holo EX,Dark Explorers,Black & White,19.62,,2012/05/09,[382],Shizurow,https://images.pokemontcg.io/bw5/26_hires.png,#115
ex9-33,Kirlia,Uncommon,Emerald,EX,,11.34,2005/05/01,[281],Kagemaru Himeno,https://images.pokemontcg.io/ex9/33_hires.png,Not Referenced
ex14-30,Charmeleon δ,Uncommon,Crystal Guardians,EX,,35.22,2006/08/01,[5],Mitsuhiro Arita,https://images.pokemontcg.io/ex14/30_hires.png,Not Referenced
ecard2-6,Blissey,Rare,Aquapolis,E-Card,,20.75,2003/01/15,[242],Naoyo Kimura,https://images.pokemontcg.io/ecard2/6_hires.png,Not Referenced
ex4-34,Team Magma's Houndoom,Uncommon,Team Magma vs Team Aqua,EX,,10.85,2004/03/01,[229],Ken Ikuji,https://images.pokemontcg.io/ex4/34_hires.png,#120
pl3-31,Lucario C,Rare,Supreme Victors,Platinum,,8.91,2009/08/19,[448],kawayoo,https://images.pokemontcg.io/pl3/31_hires.png,#2
pl4-35,Charmeleon,Uncommon,Arceus,Platinum,,5.23,2009/11/04,[5],Sumiyoshi Kizuki,https://images.pokemontcg.io/pl4/35_hires.png,Not Referenced
dp6-27,Ditto,Rare,Legends Awakened,Diamond & Pearl,,10.04,2008/08/01,[132],Ken Sugimori,https://images.pokemontcg.io/dp6/27_hires.png,#135
bw4-38,Kyurem-EX,Rare Holo EX,Next Destinies,Black & White,5.26,,2012/02/08,[646],Shizurow,https://images.pokemontcg.io/bw4/38_hires.png,#189
hsp-HGSS24,Hitmonchan,Promo,HGSS Black Star Promos,HeartGold & SoulSilver,5.50,,2010/02/10,[107],Kouki Saitou,https://images.pokemontcg.io/hsp/HGSS24_hires.png,Not Referenced
dp7-25,Scizor,Rare,Stormfront,Diamond & Pearl,,7.86,2008/11/01,[212],Midori Harada,https://images.pokemontcg.io/dp7/25_hires.png,#37
